segment_name,segment_description,segment_total_detractors,segment_detractors_with_comments,segment_comment_themes,entity_id,nps_score,nps_score_label,nps_comment,nps_source,nps_submitted_date,nps_submitted_fiscal_year,nps_submitted_fiscal_quarter,nps_campaign_name,account_type,company_name,bidding_status,copart_user,transaction_role,state,region_name,territory_name,bought_item_count,sold_item_count,bought_hammer_total,sold_hammer_total,items_bid_on,lifetime_bids,wins,win_rate_pct,avg_highest_bid,serious_bids,bidding_intensity_tier,win_rate_tier,avg_bid_value_tier,bid_recency,account_tenure_tier,customer_lifecycle_stage,engagement_level
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",133588,0,detractor,,posthog,2025-03-06 05:05:35,2025,3,Net promoter score (NPS),personal,Schilling Construction LLC,Buyer Default,False,buyer_only,MO,Upper Midwest,Northeast KS,3,0,9450,0,32,262,2,6.3,3898.91,6,heavy (200-999 bids),low (< 10%),small ($1k-$5k),bid_over_year_ago,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",115595,0,detractor,,iterable,2025-03-06 00:00:00,2025,3,,personal,,Authorized,False,buyer_and_seller,OK,Southern Plains,OKC West,12,19,41300,151450,30,214,6,20.0,8989.0,17,heavy (200-999 bids),moderate (10-25%),medium ($5k-$15k),bid_last_year,veteran (5+ years),active,high
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",167834,0,detractor,Would no take my arkansas tax exemption on my purchase,posthog,2025-05-27 01:04:33,2025,4,Net promoter score (NPS),personal,,Authorized,False,buyer_only,AR,Southern Plains,Little Rock AR,10,0,65900,0,37,212,9,24.3,4434.05,18,heavy (200-999 bids),moderate (10-25%),small ($1k-$5k),bid_last_30_days,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",175405,0,detractor,You complexly failed me when I used you to sell my equipment in that you did not even come close to what you told me the range of my equip would sell for. But I consider you a good place to get equipment below market value.,posthog,2025-04-28 17:09:29,2025,3,Net promoter score (NPS),business,"Miller Construction Co, Inc.",Authorized,False,buyer_and_seller,TX,Southern Plains,Marshall TX (prev Tyler),10,8,122450,107700,21,188,10,47.6,8770.24,12,active (50-199 bids),good (25-50%),medium ($5k-$15k),bid_last_30_days,veteran (5+ years),active,high
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",156450,0,detractor,last purchase 2020 ford f150 listed as needing camshaft timing components i was planning to fix that i found it needs a transmission also will cost 5000.00 dollars it was a bad purchase,iterable,2025-03-10 00:00:00,2025,3,,business,dons auto repair,Authorized,False,buyer_only,IA,Upper Midwest,Northern IA,20,0,61720,0,31,165,16,51.6,3123.87,27,active (50-199 bids),high (50%+),small ($1k-$5k),bid_last_30_days,veteran (5+ years),active,high
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",224746,0,detractor,,posthog,2025-04-10 00:30:27,2025,3,Net promoter score (NPS),personal,,Buyer Default,False,never_transacted,KS,Upper Midwest,Northeast KS,0,0,0,0,43,164,0,0.0,3372.09,6,active (50-199 bids),never_won,small ($1k-$5k),bid_over_year_ago,veteran (5+ years),never_transacted,none
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",72237,0,detractor,,iterable,2024-09-10 00:00:00,2025,1,,personal,Commercial Truck Body and Paint,Authorized,False,buyer_and_seller,MO,Upper Midwest,Central MO,6,11,93450,217200,24,155,6,25.0,19037.5,10,active (50-199 bids),good (25-50%),large ($15k-$50k),bid_last_30_days,veteran (5+ years),active,high
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",85345,0,detractor,You refuse my farm tax exempt number,posthog,2025-03-13 02:49:05,2025,3,Net promoter score (NPS),business,Sherwood Farms,Authorized,False,buyer_and_seller,OK,Upper Midwest,Southeast KS,13,5,21905,24685,41,131,9,22.0,3950.18,17,active (50-199 bids),moderate (10-25%),small ($1k-$5k),bid_over_year_ago,veteran (5+ years),active,high
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",243343,0,detractor,Because friends have warned me your company dishonestly shill bids on items to drive up the sales price.,posthog,2025-09-09 16:41:35,2026,1,Net promoter score (NPS),personal,,Authorized,False,buyer_only,OK,Southern Plains,OKC East,1,0,300,0,28,102,1,3.6,1789.11,2,active (50-199 bids),low (< 10%),small ($1k-$5k),bid_over_year_ago,veteran (5+ years),first_time,low
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",52712,0,detractor,Surveys like this,posthog,2025-02-21 04:51:57,2025,3,Net promoter score (NPS),personal,Nick Hatcher Farms,Authorized,False,buyer_only,KS,Upper Midwest,Southwest KS,4,0,134000,0,12,84,4,33.3,27964.58,12,active (50-199 bids),good (25-50%),large ($15k-$50k),bid_over_year_ago,veteran (5+ years),repeat,high
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",22721,0,detractor,n/a,posthog,2025-01-07 16:22:55,2025,2,Net promoter score (NPS),personal,,Authorized,False,buyer_only,KS,Upper Midwest,North Central KS,7,0,15390,0,14,78,2,14.3,4817.86,12,active (50-199 bids),moderate (10-25%),small ($1k-$5k),bid_last_30_days,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",132350,0,detractor,,posthog,2024-12-05 13:56:41,2025,2,Net promoter score (NPS),personal,,Authorized,False,buyer_only,KS,Upper Midwest,Central KS,7,0,41645,0,14,70,3,21.4,8223.21,10,active (50-199 bids),moderate (10-25%),medium ($5k-$15k),bid_last_30_days,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",132350,0,detractor,terrible service after the sale,iterable,2025-06-09 00:00:00,2025,4,,personal,,Authorized,False,buyer_only,KS,Upper Midwest,Central KS,7,0,41645,0,14,70,3,21.4,8223.21,10,active (50-199 bids),moderate (10-25%),medium ($5k-$15k),bid_last_year,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",258151,0,detractor,,iterable,2025-09-05 00:00:00,2026,1,,personal,,Authorized,False,buyer_only,MO,Upper Midwest,Northern MO,1,0,2000,0,32,69,1,3.1,1532.03,6,active (50-199 bids),low (< 10%),small ($1k-$5k),bid_over_year_ago,veteran (5+ years),first_time,low
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",79267,0,detractor,"You sold me a dump truck supposedly checked out by your rep, and it was no where near as described.",posthog,2025-08-29 21:56:42,2026,1,Net promoter score (NPS),personal,,Authorized,False,buyer_only,MO,Upper Midwest,Northern MO,3,0,32485,0,11,67,3,27.3,5821.36,6,active (50-199 bids),good (25-50%),medium ($5k-$15k),bid_last_30_days,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",220468,0,detractor,,posthog,2024-12-20 22:09:49,2025,2,Net promoter score (NPS),personal,,Authorized,False,buyer_only,MO,Upper Midwest,West Central MO,3,0,51300,0,23,57,3,13.0,4543.04,6,active (50-199 bids),moderate (10-25%),small ($1k-$5k),bid_over_year_ago,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",92401,0,detractor,,iterable,2025-12-12 00:00:00,2026,2,,business,"Tractortip Equipment, LP",Authorized,False,never_transacted,TX,Southern Plains,Dallas TX,0,0,0,0,8,44,0,0.0,23337.5,5,moderate (10-49 bids),never_won,large ($15k-$50k),bid_over_year_ago,veteran (5+ years),never_transacted,none
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",186386,0,detractor,You can delete my account. I will not be back,iterable,2024-12-27 00:00:00,2025,2,,business,Mammoth Materials Inc,Buyer Default,False,buyer_and_seller,KS,Upper Midwest,Southwest KS,2,3,4900,38100,10,35,1,10.0,1446.5,5,moderate (10-49 bids),moderate (10-25%),small ($1k-$5k),bid_over_year_ago,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",130361,0,detractor,Person who sold the tractor said it was in perfect condition and I am still fixing things that were broke.  The last is a kingpin that was no replaced when it when out and the bearings used did NOT match the tractor.,iterable,2024-09-10 00:00:00,2025,1,,personal,Bruce Libal,Authorized,False,buyer_only,KS,Upper Midwest,Northwest KS,2,0,61500,0,3,30,2,66.7,35500.0,3,moderate (10-49 bids),high (50%+),large ($15k-$50k),bid_last_90_days,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",170803,0,detractor,too much bullshit to use,posthog,2025-02-04 19:27:51,2025,3,Net promoter score (NPS),business,Atteberry Construction,Authorized,False,buyer_and_seller,SD,Upper Midwest,Western SD,2,4,29000,47600,4,29,1,25.0,21100.0,4,moderate (10-49 bids),good (25-50%),large ($15k-$50k),bid_last_30_days,veteran (5+ years),repeat,medium
Veteran Account Detractors (5+ years),Long-tenured accounts who gave low scores. These users know the platform well and their feedback reflects deep experience.,258,121,"**Buyer's Premium Backlash (25-30 comments)**: The 10% buyer's premium with no cap is the most frequently cited complaint, with veterans calling it ""too high,"" ""expensive,"" and ""cost prohibitive"" especially on large equipment purchases. **Quality and Disclosure Issues (20-25 comments)**: Experienced users report receiving misrepresented equipment, undisclosed defects, and items in much worse condition than described, with some calling purchases ""junk"" or ""pieces of crap."" **Operational and Service Problems (15-20 comments)**: Veterans cite account suspensions without explanation, slow payment processing, poor customer service, website navigation difficulties, and inadequate item descriptions. **Fee Structure Complaints (10-15 comments)**: Beyond the buyer's premium, users complain about high listing fees, commission rates, and overall cost structure compared to competitors. **Trust and Bidding Concerns (8-10 comments)**: Some veterans suspect shill bidding, dishonest practices, and artificial price inflation. These long-tenured users' feedback reflects deep frustration with platform changes over time, particularly the shift to buyer-paid fees and perceived decline in service quality since corporate changes.",183278,0,detractor,,posthog,2024-12-31 18:24:21,2025,2,Net promoter score (NPS),personal,,Buyer Default,False,never_transacted,MO,Upper Midwest,West Central MO,0,0,0,0,2,10,0,0.0,4825.0,2,moderate (10-49 bids),never_won,small ($1k-$5k),bid_over_year_ago,veteran (5+ years),never_transacted,none
